Sample	Plasmid_PPI	Chrom_PPI	Fraction
Bacillus_methanolicus_PB1_	54767	2665	0.954
Bacillus_mojavensis_RO-H-1_=_KCTC_3706_	0	64849	0.000
Bacillus_mycoides_	49461	4228	0.921
Bacillus_oceanisediminis_2691_	56210	8901	0.863
Bacillus_okhensis_	66321	4422	0.937
Bacillus_pseudofirmus_OF4_	48539	1914	0.962
Bacillus_psychrosaccharolyticus_ATCC_23296_	0	77346	0.000
Bacillus_pumilus_SAFR-032_	58293	800	0.986
[Bacillus]_selenitireducens_MLS10_	40732	5081	0.889
Bacillus_simplex_BA2H3_	48532	3543	0.932
Bacillus_smithii_7_3_47FAA_	34451	3771	0.901
Bacillus_sonorensis_L12_	74929	4579	0.942
Bacillus_sp._123MFChir2_	0	57759	0.000
Bacillus_sp._1NLA3E_	49558	5402	0.902
Bacillus_sp._2_A_57_CT2_	89456	8306	0.915
Bacillus_sp._37MA_	0	60899	0.000
Bacillus_sp._DW5-4_	60412	2843	0.955
Bacillus_sp._EB01_	0	75846	0.000
Bacillus_sp._FF3_	0	58007	0.000
Bacillus_sp._FF4_	0	66373	0.000
Bacillus_sp._G2	0	91391	0.000
Bacillus_sp._J33_	0	91781	0.000
Bacillus_sp._J37_	0	82054	0.000
Bacillus_sp._JCE_	0	72997	0.000
Bacillus_sp._JCM_19046_	55622	8128	0.873
Bacillus_sp._KW-12_	0	61433	0.000
Bacillus_sp._L1	0	63440	0.000
Bacillus_sp._m3-13_	0	66644	0.000
Bacillus_sp._MB2021_	0	74494	0.000
Bacillus_sp._MT2_	0	74058	0.000
Bacillus_sp._NSP22.2_	0	58608	0.000
Bacillus_sp._SJS_	59126	2551	0.959
Bacillus_sp._TS-2_	54443	5061	0.915
Bacillus_sp._UNC438CL73TsuS30_	0	92239	0.000
Bacillus_subtilis_subsp._subtilis_str._168_	81729	735	0.991
Bacillus_thermoamylovorans_	56944	1160	0.980
Bacillus_timonensis_	0	70057	0.000
Bacillus_vietnamensis_	57533	4773	0.923
Bacillus_vireti_LMG_21834_	78941	5399	0.936
Bacillus_weihenstephanensis_KBAB4_	47048	10284	0.821
Bacillus_xiamenensis_	42219	4860	0.897
Bacteriovorax_marinus_SJ_	34899	1906	0.948
Bacteriovorax_sp._BAL6_X_	35772	2048	0.946
Bacteriovorax_sp._BSW11_IV_	48845	2057	0.960
Bacteriovorax_sp._Seq25_V_	42757	2205	0.951
bacterium_JKG1_	0	59376	0.000
bacterium_LF-3_	0	63783	0.000
bacterium_MS4_	0	92638	0.000
bacterium_OL-1_	0	53470	0.000
bacterium_UASB270_	202517	24614	0.892
Bacteroidaceae_bacterium_MS4_	0	55311	0.000
Bacteroides_barnesiae_DSM_18169_=_JCM_13652_	0	37389	0.000
Bacteroides_caccae_ATCC_43185_	30691	10449	0.746
Bacteroides_cellulosilyticus_WH2_	55516	6657	0.893
Bacteroides_clarus_YIT_12056_	41686	6190	0.871
Bacteroides_coprocola_DSM_17136_	38041	9577	0.799
Bacteroides_coprophilus_DSM_18228_=_JCM_13818_	38077	5953	0.865
Bacteroides_coprosuis_DSM_18011_	31707	2831	0.918
Bacteroides_dorei_	36466	23962	0.603
Bacteroides_eggerthii_DSM_20697_	49290	7526	0.868
Bacteroides_faecis_MAJ27_	59100	16389	0.783
Bacteroides_finegoldii_DSM_17565_	48891	11250	0.813
Bacteroides_fluxus_YIT_12057_	43779	9216	0.826
Bacteroides_fragilis_3_1_12_	37580	18542	0.670
Bacteroides_fragilis_NCTC_9343_	41484	16726	0.713
Bacteroides_graminisolvens_DSM_19988_=_JCM_15093_	44786	6760	0.869
Bacteroides_helcogenes_P_36-108_	27865	8049	0.776
Bacteroides_intestinalis_DSM_17393_	58874	14750	0.800
Bacteroides_massiliensis_B84634_=_Timone_84634_=_DSM_17679_=_JCM_13223_	46810	9541	0.831
Bacteroides_massiliensis_dnLKV3_	0	70851	0.000
Bacteroides_nordii_CL02T12C05_	48407	15031	0.763
Bacteroides_oleiciplenus_YIT_12058_	65063	20064	0.764
Bacteroides_ovatus_ATCC_8483_	51692	9928	0.839
[Bacteroides]_pectinophilus_ATCC_43243_	48577	4196	0.920
Bacteroides_plebeius_DSM_17135_	40017	9173	0.814
Bacteroides_pyogenes_DSM_20611_=_JCM_6294_	47363	7246	0.867
Bacteroides_pyogenes_JCM_10003_	50059	7906	0.864
Bacteroides_salanitronis_DSM_18170_	24550	10028	0.710
Bacteroides_salyersiae_WAL_10018_=_DSM_18765_=_JCM_12988_	0	60169	0.000
Bacteroides_sp._D20_	50357	8002	0.863
Bacteroides_sp._Ga6A2_	0	34569	0.000
Bacteroides_stercorirosoris_JCM_17103_	77797	21999	0.780
Bacteroides_stercoris_ATCC_43183_	40124	7808	0.837
Bacteroides_thetaiotaomicron_VPI-5482_	42073	30884	0.577
Bacteroides_uniformis_ATCC_8492_	51722	9788	0.841
Bacteroides_vulgatus_ATCC_8482_	30988	17440	0.640
Bacteroides_xylanisolvens_XB1A_	29437	18234	0.618
Bacteroidetes_bacterium_SCGC_AAA027-N21_	0	36993	0.000
Bacteroidetes_oral_taxon_274_str._F0058_	22724	2467	0.902
Balneola_vulgaris_DSM_17893_	0	33969	0.000
Barnesiella_intestinihominis_YIT_11860_	32870	9142	0.782
Barnesiella_viscericola_DSM_18177_	19801	6407	0.756
Bartonella_alsatica_IBS_382_	22411	1045	0.955
Bartonella_australis_Aust-NH1_	16302	157	0.990
Bartonella_bacilliformis_KC583_	21118	196	0.991
Bartonella_birtlesii_E11_	0	30047	0.000
Bartonella_bovis_91-4_	23320	534	0.978
Bartonella_clarridgeiae_73_	18720	120	0.994
Bartonella_doshiae_NCTC_12862_	23564	1586	0.937
Bartonella_elizabethae_ATCC_49927_	0	25711	0.000
Bartonella_grahamii_as4aup_	21510	1337	0.941
Bartonella_henselae_str._Houston-1_	20157	829	0.960
Bartonella_koehlerae_C-29_	22215	912	0.961
Bartonella_melophagi_K-2C_	21189	762	0.965
Bartonella_quintana_str._Toulouse_	17384	86	0.995
Bartonella_rattaustraliani_AUST-NH4_	0	26798	0.000
Bartonella_rattimassiliensis_15908_	23250	2113	0.917
Bartonella_rochalimae_ATCC_BAA-1498_	22852	149	0.994
Bartonella_schoenbuchensis_m07a_	23045	731	0.969
Bartonella_senegalensis_OS02_	0	25901	0.000
Bartonella_sp._DB5-6_	25645	3686	0.874
Bartonella_sp._R4	0	27333	0.000
Bartonella_tamiae_Th239_	29731	1048	0.966
Bartonella_taylorii_8TBB_	23534	2069	0.919
Bartonella_tribocorum_CIP_105476_	22181	5103	0.813
Bartonella_vinsonii_subsp._arupensis_Pm136co_	0	26794	0.000
Bartonella_vinsonii_subsp._berkhoffii_str._Winnie_	18643	837	0.957
Bartonella_washoensis_Sb944nv_	23871	1597	0.937
Basilea_psittacipulmonis_DSM_24701_	16113	427	0.974
Bavariicoccus_seileri_DSM_19936_	0	37356	0.000
Bdellovibrio_bacteriovorus_HD100_	44566	1657	0.964
Bdellovibrio_bacteriovorus_W_	28576	2838	0.910
Bdellovibrio_exovorus_JSS_	25246	2180	0.921
Beggiatoa_alba_B18LD_	45802	3768	0.924
Beijerinckia_indica_subsp._indica_ATCC_9039_	38953	4545	0.896
Beijerinckia_mobilis_	0	51133	0.000
Belliella_baltica_DSM_15883_	27827	7670	0.784
Belnapia_moabensis_DSM_16746_	0	101142	0.000
Bergeyella_zoohelcum_ATCC_43767_	26780	3585	0.882
Betaproteobacteria_bacterium_MOLA814_	44144	233	0.995
beta_proteobacterium_CB_	25210	1708	0.937
beta_proteobacterium_KB13_	22422	89	0.996
Beutenbergia_cavernae_DSM_12333_	35469	12142	0.745
Bhargavaea_cecembensis_DSE10_	45858	1062	0.977
Bibersteinia_trehalosi_USDA-ARS-USMARC-189_	0	28121	0.000
Bifidobacterium_actinocoloniiforme_DSM_22766_	14245	1592	0.899
Bifidobacterium_adolescentis_	21131	1078	0.951
Bifidobacterium_angulatum_DSM_20098_=_JCM_7096_	18252	1178	0.939
Bifidobacterium_animalis_subsp._lactis_BB-12_	17434	1340	0.929
Bifidobacterium_asteroides_PRL2011_	16459	1553	0.914
Bifidobacterium_biavatii_DSM_23969_	29178	3877	0.883
Bifidobacterium_bifidum_NCIMB_41171_	27681	842	0.970
Bifidobacterium_bifidum_PRL2010_	20362	830	0.961
Bifidobacterium_bohemicum_DSM_22767_	21714	1161	0.949
Bifidobacterium_bombi_DSM_19703_	19427	955	0.953
Bifidobacterium_breve_UCC2003_	19637	1118	0.946
Bifidobacterium_callitrichos_DSM_23973_	31022	3100	0.909
Bifidobacterium_catenulatum_DSM_16992_=_JCM_1194_=_LMG_11043_	16612	1944	0.895
Bifidobacterium_choerinum_	22323	1222	0.948
Bifidobacterium_coryneforme_	15174	1130	0.931
Bifidobacterium_crudilactis_	0	28607	0.000
Bifidobacterium_cuniculi_	22806	2704	0.894
Bifidobacterium_dentium_Bd1_	20075	2168	0.903
Bifidobacterium_gallicum_DSM_20093_=_LMG_11596_	22705	797	0.966
Bifidobacterium_gallinarum_	22602	1194	0.950
Bifidobacterium_longum_	20336	3260	0.862
Bifidobacterium_magnum_	20972	901	0.959
Bifidobacterium_merycicum_	22348	1609	0.933
Bifidobacterium_minimum_	23170	763	0.968
Bifidobacterium_mongoliense_DSM_21395_	29850	1394	0.955
Bifidobacterium_moukalabense_DSM_27321_	26332	2656	0.908
Bifidobacterium_pseudocatenulatum_DSM_20438_=_JCM_1200_=_LMG_10505_	17612	2670	0.868
Bifidobacterium_pseudolongum_subsp._globosum_	22897	871	0.963
Bifidobacterium_pseudolongum_subsp._pseudolongum_	21704	980	0.957
Bifidobacterium_psychraerophilum_	30901	1464	0.955
Bifidobacterium_pullorum_DSM_20433_	22448	1476	0.938
Bifidobacterium_reuteri_DSM_23975_	30810	2614	0.922
Bifidobacterium_ruminantium_	24605	2013	0.924
Bifidobacterium_scardovii_	20789	5362	0.795
Bifidobacterium_sp._7101_	0	21730	0.000
Bifidobacterium_sp._A11_	0	22774	0.000
Bifidobacterium_stellenboschense_	29210	3085	0.904
Bifidobacterium_subtile_	34682	2224	0.940
Bifidobacterium_thermophilum_	20338	1555	0.929
Bifidobacterium_tsurumiense_	21152	1413	0.937
Bilophila_wadsworthia_3_1_6_	55068	10336	0.842
Bilophila_wadsworthia_ATCC_49260_	0	56090	0.000
Bizionia_argentinensis_JUB59_	37507	5082	0.881
Blastococcus_saxobsidens_DD2_	48417	3879	0.926
Blastococcus_sp._URHD0036_	0	78803	0.000
Blastomonas_sp._AAP53_	0	55445	0.000
Blastopirellula_marina_DSM_3645_	72408	17902	0.802
Blattabacterium_sp._	11282	31	0.997
Blautia_hansenii_DSM_20583_	31835	5063	0.863
Blautia_hydrogenotrophica_DSM_10507_	70223	3681	0.950
Blautia_producta_	0	97063	0.000
Blautia_wexlerae_DSM_19850_	59703	4253	0.934
Bordetella_avium_197N_	38987	2435	0.941
Bordetella_bronchiseptica_RB50_	74963	7519	0.909
Bordetella_hinzii_ATCC_51730_	68361	1319	0.981
Bordetella_holmesii_ATCC_51541_	38924	5711	0.872
Bordetella_pertussis_18323_	44797	2555	0.946
Bordetella_pertussis_Tohama_I_	40776	2571	0.941
Bordetella_petrii_	66964	7930	0.894
Bordetella_sp._FB-8_	0	66891	0.000
Bordetella_trematum_	46957	907	0.981
Borrelia_afzelii_PKo_	18477	25	0.999
Borrelia_anserina_BA2_	19797	89	0.996
Borrelia_bissettii_DN127_	17246	100	0.994
Borrelia_coriaceae_Co53_	19077	191	0.990
Borrelia_duttonii_Ly_	18383	36	0.998
Borrelia_garinii_PBi_	18298	138	0.993
Borrelia_hermsii_HS1_	19429	32	0.998
Borrelia_miyamotoi_LB-2001_	16434	108	0.993
Borrelia_parkeri_SLO_	19746	129	0.994
Borrelia_persica_No12_	0	20683	0.000
Borrelia_spielmanii_A14S_	21717	21	0.999
Borrelia_turicatae_91E135_	17461	98	0.994
Borrelia_valaisiana_Tom4006_	16951	882	0.951
Borrelia_valaisiana_VS116_	20727	53	0.997
Bosea_sp._117_	0	71002	0.000
Bosea_sp._LC85_	108964	5621	0.951
Bosea_sp._UNC402CLCol_	0	92649	0.000
Brachybacterium_faecium_DSM_4810_	29159	6785	0.811
Brachybacterium_paraconglomeratum_LC44_	0	47884	0.000
Brachybacterium_phenoliresistens_	43346	7529	0.852
Brachybacterium_squillarum_M-6-3_	0	37840	0.000
Brachymonas_chironomi_DSM_19884_	0	37695	0.000
Brachyspira_hampsonii_30446_	39170	1551	0.962
Brachyspira_hyodysenteriae_WA1_	36329	790	0.979
Brachyspira_intermedia_PWS-A_	36503	997	0.973
Brachyspira_murdochii_DSM_12563_	28866	3464	0.893
Brachyspira_pilosicoli_95-1000_	27373	800	0.972
Bradyrhizobiaceae_bacterium_SG-6C_	82985	8208	0.910
Bradyrhizobium_elkanii_USDA_76_	132140	15561	0.895
Bradyrhizobium_elkanii_WSM1741_	113721	25858	0.815
Bradyrhizobium_elkanii_WSM2783_	170852	26216	0.867
Bradyrhizobium_genosp._SA-4_str._CB756_	0	195467	0.000
Bradyrhizobium_japonicum_22_	132561	8036	0.943
Bradyrhizobium_japonicum_in8p8_	158451	10182	0.940
Bradyrhizobium_japonicum_USDA_124_	93531	15009	0.862
Bradyrhizobium_japonicum_USDA_6_	98658	26571	0.788
Bradyrhizobium_oligotrophicum_S58_	87722	17732	0.832
Bradyrhizobium_sp._Ai1a-2_	0	159834	0.000
Bradyrhizobium_sp._ARR65_	0	157358	0.000
Bradyrhizobium_sp._BTAi1_	116571	9411	0.925
Bradyrhizobium_sp._Cp5.3_	0	177456	0.000
Bradyrhizobium_sp._DFCI-1_	119069	20731	0.852
Bradyrhizobium_sp._DOA9_	147070	13455	0.916
Bradyrhizobium_sp._Ec3.3_	0	201791	0.000
Bradyrhizobium_sp._OHSU_III_	0	135479	0.000
Bradyrhizobium_sp._ORS_278_	124988	11027	0.919
Bradyrhizobium_sp._S23321_	93503	12304	0.884
Bradyrhizobium_sp._th.b2_	0	164572	0.000
Bradyrhizobium_sp._Tv2a-2_	0	144996	0.000
Bradyrhizobium_sp._URHA0002_	0	117518	0.000
Bradyrhizobium_sp._URHD0069_	0	106464	0.000
Bradyrhizobium_sp._WSM1253_	146371	17065	0.896
Bradyrhizobium_sp._WSM1743_	0	151549	0.000
Bradyrhizobium_sp._WSM2793_	0	170146	0.000
Bradyrhizobium_sp._WSM3983_	0	188386	0.000
Brenneria_sp._EniD312_	79578	10889	0.880
Brevibacillus_borstelensis_3096-7_	0	83483	0.000
Brevibacillus_brevis_NBRC_100599_	81973	6575	0.926
Brevibacillus_brevis_X23_	106491	10947	0.907
Brevibacillus_laterosporus_DSM_25_	0	87216	0.000
Brevibacillus_laterosporus_LMG_15441_	68993	2505	0.965
Brevibacillus_massiliensis_	0	85533	0.000
Brevibacillus_panacihumi_W25_	88257	7034	0.926
Brevibacterium_casei_S18_	43605	3085	0.934
Brevibacterium_linens_BL2_	32288	5166	0.862
Brevibacterium_massiliense_5401308_	0	30512	0.000
Brevibacterium_mcbrellneri_ATCC_49030_	37501	621	0.984
Brevibacterium_senegalense_	0	43160	0.000
Brevibacterium_sp._VCM10_	0	48394	0.000
Brevundimonas_aveniformis_DSM_17977_	0	37256	0.000
Brevundimonas_bacteroides_DSM_4726_	0	43981	0.000
Brevundimonas_diminuta_470-4_	43190	4734	0.901
Brevundimonas_naejangsanensis_	33120	3316	0.909
Brevundimonas_sp._BAL3_	55692	4537	0.925
Brevundimonas_subvibrioides_ATCC_15264_	32712	4724	0.874
Brucella_melitensis_bv._1_str._16M_	42601	4752	0.900
Bryobacter_aggregatus_MPL3_	0	82106	0.000
Buchnera_aphidicola_BCc_	8685	1	1.000
Buchnera_aphidicola_	8681	1	1.000
Buchnera_aphidicola_str._Ak_	11753	2	1.000
Buchnera_aphidicola_str._Bp_	10227	1	1.000
Buchnera_aphidicola_str._G002_	11810	1	1.000
Buchnera_aphidicola_str._Sg_	11242	1	1.000
Buchnera_aphidicola_str._Ua_	11489	1	1.000
Budvicia_aquatica_DSM_5075_=_ATCC_35567_	0	76629	0.000
Bulleidia_extructa_W1219_	26108	543	0.980
Burkholderia_acidipaludis_NBRC_101816_	0	107777	0.000
Burkholderia_ambifaria_AMMD_	64333	18113	0.780
Burkholderia_bannensis_NBRC_103871_	0	141576	0.000
Burkholderia_bryophila_376MFSha3.1_	0	126138	0.000
Burkholderia_cenocepacia_J2315_	107341	11625	0.902
Burkholderia_cepacia_	111038	11962	0.903
Burkholderia_dilworthii_	0	129226	0.000
Burkholderia_ferrariae_NBRC_106233_	0	124820	0.000
Burkholderia_gladioli_BSR3_	69839	17287	0.802
Burkholderia_glumae_BGR1_	60195	12462	0.828
Burkholderia_grimmiae_	111438	6571	0.944
Burkholderiales_bacterium_1_1_47_	29757	1199	0.961
Burkholderiales_bacterium_JOSHI_001_	82446	8667	0.905
Burkholderia_mallei_ATCC_23344_	58708	4092	0.935
Burkholderia_mimosarum_LMG_23256_	0	157843	0.000
Burkholderia_multivorans_ATCC_17616_	66481	6583	0.910
Burkholderia_nodosa_DSM_21604_	0	177965	0.000
Burkholderia_oklahomensis_	81912	9403	0.897
Burkholderia_phenoliruptrix_BR3459a_	78036	12927	0.858
Burkholderia_phymatum_STM815_	65983	10919	0.858
Burkholderia_phytofirmans_PsJN_	78453	18459	0.810
Burkholderia_pseudomallei_ABCPW_111_	63059	6454	0.907
Burkholderia_pseudomallei_K96243_	91129	9916	0.902
Burkholderia_rhizoxinica_HKI_454_	27260	4673	0.854
Burkholderia_sacchari_	112907	5274	0.955
Burkholderia_sordidicola_	168466	23221	0.879
Burkholderia_sp._9120_	0	129771	0.000
Burkholderia_sp._CCGE1001_	72178	23403	0.755
Burkholderia_sp._CCGE1002_	69970	15991	0.814
Burkholderia_sp._CCGE1003_	80884	22305	0.784
Burkholderia_sp._JPY347_	0	106716	0.000
Burkholderia_sp._K24_	97066	24883	0.796
Burkholderia_sp._lig30_	95240	6415	0.937
Burkholderia_sp._MP-1_	141425	12061	0.921
Burkholderia_sp._WSM2230_	0	112047	0.000
Burkholderia_sp._YI23_	87706	10436	0.894
Burkholderia_terrae_NBRC_100964_	166532	13168	0.927
Burkholderia_vietnamiensis_G4_	66129	15249	0.813
Burkholderia_xenovorans_LB400_	117467	27819	0.809
Buttiauxella_agrestis_ATCC_33320_	85918	745	0.991
Butyricicoccus_pullicaecorum_1.2_	46487	6990	0.869
Butyricimonas_synergistica_DSM_23225_	32398	30111	0.518
Butyrivibrio_crossotus_DSM_2876_	38008	2129	0.947
Butyrivibrio_fibrisolvens_ND3005_	47657	5325	0.899
Butyrivibrio_proteoclasticus_B316_	47640	6925	0.873
Butyrivibrio_proteoclasticus_P6B7_	48328	7817	0.861
Butyrivibrio_sp._AE2015_	0	66190	0.000
Butyrivibrio_sp._AE3004_	0	65347	0.000
Butyrivibrio_sp._AE3006_	0	61849	0.000
Butyrivibrio_sp._AE3009_	0	70697	0.000
Butyrivibrio_sp._FC2001_	0	65413	0.000
Butyrivibrio_sp._FCS014_	0	86987	0.000
Butyrivibrio_sp._LC3010_	0	69069	0.000
Butyrivibrio_sp._MC2013_	0	49103	0.000
Butyrivibrio_sp._MC2021_	0	67909	0.000
Butyrivibrio_sp._NC3005_	0	51834	0.000
Butyrivibrio_sp._VCB2006_	0	66922	0.000
Butyrivibrio_sp._VCD2006_	0	69581	0.000
Butyrivibrio_sp._WCD2001_	0	62161	0.000
Butyrivibrio_sp._WCD3002_	0	63965	0.000
Butyrivibrio_sp._XBB1001_	0	65817	0.000
Butyrivibrio_sp._XPD2006_	0	62881	0.000
Caenispirillum_salinarum_AK4_	85185	4391	0.951
Caldalkalibacillus_thermarum_TA2.A1_	49607	2822	0.946
Caldanaerobacter_subterraneus_subsp._tengcongensis_MB4_	40985	601	0.986
Caldanaerobius_polysaccharolyticus_DSM_13641_	0	45188	0.000
Caldicellulosiruptor_bescii_DSM_6725_	31162	4992	0.862
Caldicellulosiruptor_hydrothermalis_108_	28348	4580	0.861
Caldicellulosiruptor_kristjanssonii_I77R1B_	29190	3139	0.903
Caldicellulosiruptor_obsidiansis_OB47_	28390	3096	0.902
Caldicellulosiruptor_owensensis_OL_	28986	2484	0.921
Caldicellulosiruptor_saccharolyticus_DSM_8903_	28263	4593	0.860
Caldicoprobacter_oshimai_DSM_21659_	0	35745	0.000
Caldilinea_aerophila_DSM_14535_=_NBRC_104270_	46639	7655	0.859
Caldimonas_manganoxidans_ATCC_BAA-369_	0	57681	0.000
Caldisericum_exile_AZM16c01_	18467	1004	0.948
Calditerrivibrio_nitroreducens_DSM_19672_	33133	1937	0.945
Caldithrix_abyssi_DSM_13497_	45740	6973	0.868
Caloramator_australicus_RC3_	46270	2542	0.948
Caloramator_sp._ALD01_	0	51789	0.000
Calothrix_sp._336-3_	40296	10729	0.790
Calothrix_sp._PCC_6303_	41508	13951	0.748
Calothrix_sp._PCC_7103_	0	195023	0.000
Calothrix_sp._PCC_7507_	50374	14713	0.774
Campylobacter_coli_76339_	25614	69	0.997
Campylobacter_concisus_13826_	25417	570	0.978
Campylobacter_concisus_ATCC_51562_	21843	835	0.963
Campylobacter_cuniculorum_DSM_23162_	23231	695	0.971
Campylobacter_fetus_subsp._fetus_82-40_	22985	601	0.975
Campylobacter_fetus_subsp._testudinum_03-427_	24106	375	0.985
Campylobacter_fetus_subsp._venerealis_NCTC_10354_	0	32961	0.000
Campylobacter_gracilis_RM3268_	20681	1714	0.923
Campylobacter_hominis_ATCC_BAA-381_	18066	747	0.960
Campylobacter_jejuni_subsp._jejuni_414_	28277	796	0.973
Campylobacter_jejuni_subsp._jejuni_81-176_	31077	304	0.990
Campylobacter_jejuni_subsp._jejuni_NCTC_11168_=_ATCC_700819_	39219	90	0.998
Campylobacter_lari_RM2100_	24204	514	0.979
Campylobacter_rectus_RM3267_	25981	1862	0.933
Campylobacter_showae_CSUNSWCD_	27069	2078	0.929
Campylobacter_showae_RM3277_	28757	848	0.971
Campylobacter_sp._1485E_	25189	929	0.964
Campylobacter_sp._CIT045_	0	24972	0.000
Campylobacter_sputorum_biovar_sputorum_	0	32700	0.000
Campylobacter_upsaliensis_RM3195_	28242	427	0.985
Campylobacter_ureolyticus_	19454	655	0.967
candidate_division_TM6_bacterium_JCVI_TM6SC1_	10983	542	0.953
candidate_division_ZIXI_bacterium_RBG-1_	31469	1495	0.955
Candidatus_Accumulibacter_phosphatis_clade_IIA_str._UW-1_	55796	7678	0.879
Candidatus_Accumulibacter_sp._BA-93_	67675	1137	0.983
Candidatus_Alistipes_marseilloanorexicus_AP11_	0	27720	0.000
Candidatus_Amoebophilus_asiaticus_5a2_	15291	901	0.944
Candidatus_Aquiluna_sp._IMCC13023_	21189	520	0.976
Candidatus_Arthromitus_sp._SFB-mouse-Japan_	23343	1053	0.957
Candidatus_Arthromitus_sp._SFB-mouse-NL_	21256	1440	0.937
Candidatus_Arthromitus_sp._SFB-rat-Yit_	21192	222	0.990
Candidatus_Azobacteroides_pseudotrichonymphae_genomovar._CFP2_	12067	131	0.989
Candidatus_Babela_massiliensis_	9775	905	0.915
Candidatus_Baumannia_cicadellinicola_	53054	1	1.000
Candidatus_Blastococcus_massiliensis_AP3_	0	52874	0.000
Candidatus_Blochmannia_floridanus_	12522	1	1.000
Candidatus_Blochmannia_pennsylvanicus_str._BPEN_	12060	1	1.000
Candidatus_Caedibacter_acanthamoebae_	12808	767	0.943
Candidatus_Cloacimonas_acidaminovorans_str._Evry_	20782	1993	0.912
Candidatus_Clostridium_anorexicamassiliense_AP5_	0	64510	0.000
Candidatus_Desulforudis_audaxviator_MP104C_	27800	2762	0.910
Candidatus_Endolissoclinum_faulkneri_L2_	13711	314	0.978
Candidatus_Endolissoclinum_faulkneri_L5_	13179	13	0.999
Candidatus_Glomeribacter_gigasporarum_BEG34_	19172	347	0.982
Candidatus_Hamiltonella_defensa_5AT_	22907	761	0.968
Candidatus_Hepatobacter_penaei_	0	13868	0.000
Candidatus_Hepatoplasma_crinochetorum_Av_	10184	86	0.992
Candidatus_Kinetoplastibacterium_blastocrithidii_	10027	26	0.997
Candidatus_Kinetoplastibacterium_crithidii_TCC036E_	11871	24	0.998
Candidatus_Kinetoplastibacterium_desouzaii_TCC079E_	11988	28	0.998
Candidatus_Kinetoplastibacterium_galatii_TCC219_	11605	23	0.998
Candidatus_Kinetoplastibacterium_oncopeltii_TCC290E_	11453	20	0.998
Candidatus_Koribacter_versatilis_Ellin345_	50238	9901	0.835
Candidatus_Liberibacter_americanus_str._Sao_Paulo_	14924	244	0.984
Candidatus_Liberibacter_asiaticus_str._gxpsy_	13284	3593	0.787
Candidatus_Liberibacter_asiaticus_str._psy62_	16385	351	0.979
Candidatus_Liberibacter_solanacearum_CLso-ZC1_	17661	876	0.953
Candidatus_Methylomirabilis_oxyfera_	29698	2350	0.927
Candidatus_Microthrix_parvicella_RN1_	51964	4012	0.928
Candidatus_Moranella_endobia_PCIT_	9995	1	1.000
Candidatus_Mycoplasma_girerdii_	10557	98	0.991
Candidatus_Nitrospira_defluvii_	45709	3655	0.926
Candidatus_Odyssella_thessalonicensis_L13_	0	28673	0.000
Candidatus_Paracaedibacter_acanthamoebae_	17418	1323	0.929
Candidatus_Paracaedibacter_symbiosus_	0	32303	0.000
Candidatus_Pelagibacter_sp._HTCC7211_	25308	201	0.992
Candidatus_Pelagibacter_sp._IMCC9063_	16676	1213	0.932
Candidatus_Pelagibacter_ubique_HIMB058_	0	19658	0.000
Candidatus_Pelagibacter_ubique_HIMB083_	24982	743	0.971
Candidatus_Pelagibacter_ubique_HTCC1062_	18659	119	0.994
Candidatus_Pelagibacter_ubique_HTCC7214_	0	26708	0.000
Candidatus_Pelagibacter_ubique_HTCC7217_	0	27510	0.000
Candidatus_Pelagibacter_ubique_HTCC8051_	0	25802	0.000
Candidatus_Pelagibacter_ubique_HTCC9022_	0	24366	0.000
Candidatus_Photodesmus_blepharus_	18971	6	1.000
Candidatus_Photodesmus_katoptron_	18998	5	1.000
Candidatus_Phytoplasma_australiense_	11239	267	0.977
Candidatus_Phytoplasma_mali_	11168	90	0.992
Candidatus_Profftella_armatura_	12609	9	0.999
Candidatus_Protochlamydia_amoebophila_UWE25_	19127	954	0.952
Candidatus_Puniceispirillum_marinum_IMCC1322_	28569	2554	0.918
Candidatus_Regiella_insecticola_LSR1_	22723	586	0.975
Candidatus_Rhodoluna_lacicola_	16681	747	0.957
Candidatus_Riesia_pediculicola_USDA_	8438	36	0.996
Candidatus_Ruthia_magnifica_str._Cm_	15538	109	0.993
Candidatus_Scalindua_brodae_	60745	2436	0.961
Candidatus_Schmidhempelia_bombi_str._Bimp_	0	22552	0.000
Candidatus_Sodalis_pierantonius_str._SOPE_	24289	341	0.986
Candidatus_Solibacter_usitatus_Ellin6076_	88818	41250	0.683
Candidatus_Stoquefichus_massiliensis_AP9_	0	154903	0.000
Candidatus_Sulfuricurvum_sp._RIFRC-1_	30703	2878	0.914
Candidatus_Symbiobacter_mobilis_CR_	52532	1374	0.975
Candidatus_Vesicomyosocius_okutanii_HA_	14672	32	0.998
Capnocytophaga_canimorsus_Cc5_	21655	3242	0.870
Capnocytophaga_cynodegmi_DSM_19736_	28817	1792	0.941
Capnocytophaga_gingivalis_ATCC_33624_	23115	3375	0.873
Capnocytophaga_granulosa_ATCC_51502_	28482	4491	0.864
Capnocytophaga_ochracea_DSM_7271_	24785	4628	0.843
Capnocytophaga_ochracea_F0287_	31874	1366	0.959
Capnocytophaga_sp._oral_taxon_326_str._F0382_	35987	7566	0.826
Capnocytophaga_sp._oral_taxon_329_str._F0087_	30798	3678	0.893
