,Sample,Plasmid_PPI,Chrom_PPI,Fraction,inputProteins,interactions,Plasmid_genes,cTri,loops,ccs,aPMNLE_all,cTri_all,loops_all,ccs_all,aPMNLE
207,Roseovarius_mucosus_DSM_17069,54829,3795,0.935,4188,58623,943,16086,13170,48,0.536689293,73845,31937,10,0.515151515
208,Clostridium_symbiosum_WAL-14673,76191,2306,0.971,4194,78496,942,48614,19467,55,0.54320606,129111,41861,17,0.529741774
209,Providencia_burhodogranariea_DSM_19968,61292,3434,0.947,3890,64725,937,16788,12768,50,0.552566972,98129,34824,14,0.526022994
210,Vibrio_vulnificus,74372,3587,0.954,4512,77958,937,38852,19493,36,0.525720643,132072,40862,21,0.533222753
211,Roseobacter_denitrificans_OCh_114,46925,2391,0.952,4002,49315,936,8535,9418,61,0.522834646,58726,26408,18,0.497948933
212,Enterobacter_sp_638,55873,3869,0.935,4240,59741,935,13774,13786,24,0.57329706,66990,34334,10,0.525470514
213,Blautia_wexlerae_DSM_19850,59703,4253,0.934,4071,63955,934,27400,16067,70,0.543599041,94615,33723,36,0.547654833
214,Stenotrophomonas_maltophilia_K279a,62385,3193,0.951,4386,65577,933,42445,16227,60,0.532781164,107056,34854,30,0.510982949
215,Enterobacteriaceae_bacterium_strain_FGI_57,61391,3581,0.945,4323,64971,929,23122,15935,24,0.539249065,90958,35100,7,0.522021472
216,Glaciecola_nitratireducens_FR1064,44302,2123,0.954,3654,46424,929,7538,8487,81,0.534903127,58674,25309,29,0.49136452
217,Burkholderia_oklahomensis,81912,9403,0.897,6264,91314,926,59225,25636,94,0.502642625,170947,47170,59,0.512722604
218,Enterobacter_lignolyticus_SCF1,58288,4307,0.931,4399,62594,926,19210,15291,32,0.536156776,89901,33740,15,0.516988639
219,Proteus_penneri_ATCC_35198,102843,3158,0.97,4909,106000,926,42367,25739,59,0.529028517,180371,55637,34,0.54294308
220,Alcanivorax_dieselolei_B5,49577,3655,0.931,4417,53231,925,NA,NA,NA,NA,NA,NA,NA,NA
221,Enterobacter_asburiae_LF7a,57297,5094,0.918,4451,62390,923,15394,15678,30,0.57215574,72024,35659,12,0.537979554
222,Eikenella_corrodens_ATCC_23834,21683,964,0.957,2627,22646,922,1835,1507,250,0.517515437,30591,11857,36,0.340969836
223,Rhodospirillum_centenum_SW,55104,2108,0.963,4003,57211,922,22816,11998,78,0.536398131,88673,30535,25,0.506377968
224,Oceanobacillus_picturae,55112,1392,0.975,3666,56503,920,11942,10738,49,0.540963781,75097,30349,13,0.533882784
225,Agrobacterium_vitis_S4,60530,4296,0.934,4817,64825,918,22305,17015,57,0.52099085,95920,34128,26,0.529482148
226,Bacteroides_cellulosilyticus_WH2,55516,6657,0.893,5260,62172,917,30167,20662,102,0.543312376,71494,34497,54,0.542807435
227,Janthinobacterium_agaricidamnosum_NBRC_102515_equals_DSM_9628,70111,4933,0.934,5493,75043,917,27549,20485,105,0.564603513,104391,42696,67,0.549820136
228,Rhizobium_rubi_NBRC_13261,80044,3812,0.955,4948,83855,916,35801,21851,74,0.529479163,120688,44620,36,0.538007649
229,Plautia_stali_symbiont,66195,13582,0.83,5148,79776,915,100262,22449,50,0.5228757,170829,42002,32,0.495222469
230,Providencia_rettgeri_Dmel1,43161,4823,0.899,3848,47983,915,12549,8917,55,0.514789604,77501,24734,17,0.481117021
231,Mesorhizobium_metallidurans_STM_2683,89688,4446,0.953,6694,94133,912,35281,26515,160,0.544550054,108917,51818,109,0.534866236
232,Oligotropha_carboxidovorans_OM5,57268,2964,0.951,3722,60231,911,93526,15871,68,0.525374396,151890,31861,21,0.496487777
233,Pseudomonas_sp_RIT357,108217,3679,0.967,5552,111895,910,56591,32710,41,0.549206532,162617,61533,25,0.563195874
234,Brevibacillus_brevis_NBRC_100599,81973,6575,0.926,5949,88547,909,55951,27560,77,0.535403422,147466,47865,42,0.547649602
235,Pseudomonas_fluorescens_SBW25,116696,3990,0.967,5921,120685,909,59254,35572,51,0.577970509,164296,67870,32,0.571287515
236,Anoxybacillus_flavithermus_TNO-09006,54261,567,0.99,2595,54827,904,NA,NA,NA,NA,NA,NA,NA,NA
237,Pasteurella_bettyae_CCUG_2042,30385,1104,0.965,2178,31488,901,2738,3131,46,0.562906725,33475,17731,10,0.485318692
238,gamma_proteobacterium_HdN1,42715,3708,0.92,3763,46422,899,11938,9077,72,0.52397031,73405,24508,27,0.499202128
239,Roseobacter_sp_GAI101,69089,1651,0.977,4203,70739,899,19243,16846,44,0.565360837,89373,39056,13,0.570768853
240,Bordetella_avium_197N,38987,2435,0.941,3381,41421,898,8657,6906,61,0.52454789,61589,22273,21,0.464871822
241,endosymbiont_of_Tevnia_jerichonana,57641,805,0.986,3230,58445,897,16286,10751,50,0.554661369,95177,31087,16,0.556257737
242,Mycobacterium_parascrofulaceum_ATCC_BAA-614,118920,5423,0.956,6456,124342,897,94522,37367,118,0.550635669,215894,68234,86,0.55552166
243,Mesorhizobium_sp_STM_4661,94318,4918,0.95,6907,99235,896,40528,28454,149,0.540540541,137584,53122,101,0.531449993
244,Bhargavaea_cecembensis_DSE10,45858,1062,0.977,3169,46919,895,7256,9213,32,0.565041937,51646,26585,8,0.550113111
245,Rhodopseudomonas_palustris_CGA009,97914,4730,0.954,4820,102643,889,145047,32866,44,0.539414337,239563,55133,25,0.526412648
246,Haemophilus_haemolyticus_M21639,28492,2809,0.91,2224,31300,887,4868,3140,59,0.52039058,45918,16302,20,0.456098616
247,Haemophilus_somnus_129PT,22007,692,0.97,1798,22698,887,1442,1303,47,0.534887914,30229,12459,8,0.396400554
248,Roseobacter_litoralis_Och_149,46386,3648,0.927,4358,50033,885,10049,11051,82,0.541175829,60172,27405,50,0.512232737
249,Candidatus_Hamiltonella_defensa_5AT,22907,761,0.968,2155,23667,882,740,1175,147,0.5477721,30064,12932,65,0.367335244
250,Hahella_chejuensis_KCTC_2396,83234,13265,0.863,6778,96498,882,82426,29943,138,0.550644686,141425,54314,107,0.504084922
251,Phaeobacter_inhibens_DSM_17395,49767,4078,0.924,3767,53844,882,23365,13279,29,0.523049918,83774,28069,8,0.518844221
252,Tatumella_morbirosei,55195,1873,0.967,3653,57067,882,14644,11667,33,0.538483513,83385,30601,17,0.539238873
253,Agrobacterium_sp_H13-3,70145,6292,0.918,5345,76436,880,48530,21989,47,0.504484852,127664,38227,26,0.51322811
254,Bradyrhizobium_sp_ORS_278,124988,11027,0.919,6717,136014,880,241995,49801,76,0.529439762,365346,71628,43,0.540332983
255,Loktanella_vestfoldensis_SKA53,39370,1284,0.968,3067,40653,880,10734,7510,36,0.54981368,53009,22562,9,0.487252724
256,Xanthomonas_albilineans_GPE_PC73,36549,1925,0.95,3114,38473,879,NA,NA,NA,0.544548514,50174,20872,27,NA
257,Advenella_mimigardefordensis_DPN7,42025,5556,0.883,4084,47580,878,18854,10103,83,0.543334557,58147,26652,43,0.486714377
258,Pasteurella_multocida,27412,843,0.97,2041,28254,878,2865,2738,47,0.538793351,39899,15275,9,0.439050995
259,Serratia_proteamaculans_568,57828,10121,0.851,4942,67948,878,42071,18832,34,0.540326289,92549,37425,20,0.511040349
260,Teredinibacter_turnerae_T7901,67397,2950,0.958,4255,70346,878,68170,19386,104,0.538697808,133420,37628,70,0.521445487
261,Bradyrhizobium_sp_BTAi1,116571,9411,0.925,7622,125981,874,126505,42291,109,0.546336922,230030,68410,73,0.531079973
262,Klebsiella_pneumoniae,74221,9137,0.89,5797,83357,874,47274,24321,53,0.541182994,117555,46471,36,0.516704821
263,Rhodobacter_sphaeroides_241,56418,2798,0.953,3988,59215,873,NA,NA,NA,NA,NA,NA,NA,NA
264,Kingella_kingae_ATCC_23330,23324,249,0.989,2102,23572,870,3444,2307,90,0.548875214,26799,13030,5,0.433019137
265,Sinorhizobium_fredii_HH103,45912,2144,0.955,4120,48055,869,12331,10595,82,0.52390927,66134,25490,50,0.510576556
266,Agrobacterium_radiobacter_K84,71922,10586,0.872,6142,82507,868,NA,NA,NA,0.518063376,131351,42432,38,NA
267,Acinetobacter_sp_ATCC_27244,39412,1519,0.963,3327,40930,865,7090,6557,104,0.549637219,55134,22423,36,0.5
268,Alcanivorax_borkumensis_SK2,38116,872,0.978,2755,38987,861,NA,NA,NA,NA,NA,NA,NA,NA
269,Serratia_marcescens_FGI94,49098,4311,0.919,4361,53408,861,12461,12969,47,0.552319005,62199,30147,24,0.510591436
270,Pseudomonas_poae_RE*1-1-14,56707,4767,0.922,4796,61473,860,16187,14876,75,0.543320784,67417,34737,40,0.507441447
271,Sphingobium_japonicum_UT26S,47069,3127,0.938,4126,50195,859,12025,11387,77,0.51839677,73944,26558,36,0.523495528
272,Rhizobium_etli_CIAT_652,57780,6205,0.903,5319,63984,858,23565,17265,98,0.510362978,107541,32900,56,0.526274474
273,Cellvibrio_japonicus_Ueda107,53081,3376,0.94,3754,56456,856,18016,13738,38,0.552758461,79423,31319,17,0.546713442
274,Elizabethkingia_miricola,41213,6364,0.866,4052,47576,856,36769,13357,82,0.523795389,70135,26064,47,0.478529956
275,Tistrella_mobilis_KA081020-065,40907,2687,0.938,3564,43593,855,9070,8844,42,0.540316625,53518,23413,13,0.520029133
276,Cronobacter_condimenti_1330,52037,4515,0.92,4272,56551,853,18085,13986,50,0.530192417,70565,30800,29,0.509476831
277,Ruegeria_pomeroyi_DSS-3,50063,3651,0.932,4279,53713,853,12563,13020,45,0.551844732,65003,29891,21,0.522276107
278,Candidatus_Regiella_insecticola_LSR1,22723,586,0.975,1769,23308,852,409,1006,119,0.505763689,43306,11886,49,0.458305537
279,Haemophilus_paraphrohaemolyticus_HK411,29088,1170,0.961,2025,30257,852,2806,2546,55,0.528470778,48592,15651,12,0.466421082
280,Pseudoalteromonas_sp_SM9913,54165,2903,0.949,3712,57067,849,18552,11927,53,0.522424705,103937,30197,36,0.520495564
281,Rhodobacteraceae_bacterium_HTCC2083,75091,1012,0.987,4179,76102,847,20692,16798,62,0.556622408,114419,41627,33,0.569169488
282,Bacillus_pseudofirmus_OF4,48539,1914,0.962,4213,50452,845,8660,9675,78,0.528416136,74937,27431,35,0.512201568
283,Blastococcus_saxobsidens_DD2,48417,3879,0.926,4818,36182,845,4800,8516,49,0.581984292,20983,21215,24,0.521879558
284,Dinoroseobacter_shibae_DFL_12_equals_DSM_16493,51490,2305,0.957,3657,53794,845,16794,12335,37,0.544962796,74050,29500,9,0.558239576
285,Methylobacterium_oryzae_CBMB20,73543,4162,0.946,6274,77704,845,29687,19928,195,0.512750473,121348,40588,119,0.4998515
286,Edwardsiella_hoshinae_NBRC_105699_equals_ATCC_33379,41377,1795,0.958,3159,43171,844,8788,7997,34,0.556622945,53843,24152,15,0.497107969
287,Haemophilus_haemolyticus_M19501,29632,150,0.995,1747,29781,843,946,2056,25,0.562059042,35102,17026,4,0.488124488
288,Planktomarina_temperata_RCA23,38120,1283,0.967,3033,39402,843,8376,7196,43,0.557613239,45653,22283,18,0.509540561
289,Herminiimonas_arsenicoxydans,41970,2235,0.949,3283,44204,839,10888,8428,59,0.548831252,57233,24388,15,0.506244718
290,Legionella_anisa_str_Linanisette,50141,1801,0.965,3901,51941,839,14206,9304,136,0.533160677,74469,27790,70,0.509449882
291,Xanthomonas_fragariae_LMG_25863,38654,3141,0.925,3786,41794,839,9153,7998,127,0.538665592,57077,22715,76,0.506988301
292,Rahnella_sp_Y9602,54681,11154,0.831,4987,65834,838,25582,18312,45,0.534160349,87998,36111,26,0.504804302
293,Stigmatella_aurantiaca_DW4-3-1,142181,17498,0.89,8352,159678,838,314268,62711,140,0.536663788,411112,85754,98,0.532290128
294,Cellvibrio_sp_BR,91920,1932,0.979,4304,93851,837,51593,23728,58,0.570525809,165232,50659,24,0.561681481
295,Magnetospirillum_gryphiswaldense_MSR-1_v2,74797,3413,0.956,4254,78209,837,46400,22106,47,0.533661623,125848,41616,22,0.53148295
296,Bordetella_pertussis_18323,44797,2555,0.946,3377,47351,836,15319,9185,46,0.539609266,67762,25560,14,0.501820337
297,Pectobacterium_carotovorum_subsp_carotovorum_PC1,50740,5947,0.895,4246,56686,836,16920,13506,45,0.539691987,72590,30534,16,0.510913691
298,Vibrio_sp_EJY3,55709,4721,0.922,4786,60429,836,15789,13575,49,0.501175923,91385,30234,33,0.503521554
299,Legionella_sainthelensi_ATCC_35248,32140,1569,0.953,3591,33708,834,16138,5661,186,0.53475158,46306,18363,111,0.447338185
300,Paenibacillus_larvae_subsp_larvae_DSM_25430,39560,2395,0.943,3902,41954,834,5492,7396,103,0.538786673,47343,23104,66,0.493897381
301,Rhizobium_leguminosarum_bv_viciae_3841,79522,6866,0.921,5613,86387,834,NA,NA,NA,NA,NA,NA,NA,NA
302,Rhodobacterales_bacterium_Y4I,77070,1998,0.975,4133,79067,832,41153,20666,48,0.549405226,115504,42849,17,0.543496078
303,Fluoribacter_dumoffii_NY_23,48582,1062,0.979,3386,49643,831,10009,8726,109,0.528208393,78116,26268,58,0.530034351
304,Sphingobacterium_spiritivorum_ATCC_33861,67828,5683,0.923,4471,73510,831,34922,21742,57,0.547989255,99933,40519,20,0.566661227
305,Rhizobium_etli_bv_mimosae_str_IE4771,51384,3631,0.934,4552,55014,829,NA,NA,NA,NA,NA,NA,NA,NA
306,Vibrio_tubiashii_ATCC_19109,65472,6446,0.91,5201,71917,829,20416,19294,77,0.552463098,88721,40694,52,0.536957879
307,Cesiribacter_andamanensis_AMV16,55146,1745,0.969,4227,56890,828,19249,13396,92,0.542761678,84015,30674,40,0.536353255
308,Geobacter_metallireducens_GS-15,65849,1375,0.98,3568,67223,828,28255,16322,21,0.532837417,125066,35032,11,0.564247934
309,Vibrio_coralliilyticus_ATCC_BAA-450,71199,4508,0.94,5022,75706,828,32529,18749,52,0.534799079,110621,40441,39,0.52254958
310,Bacillus_anthracis_str_Ames,55353,3792,0.936,5330,59144,826,10238,14170,93,0.548864118,80824,32695,55,0.5306481
311,Dickeya_zeae_Ech1591,49485,7845,0.863,4163,57329,824,20846,15235,42,0.553638248,67707,31842,18,0.535263508
312,Pantoea_sp_At-9b,49349,5459,0.9,4076,54807,823,16550,13451,41,0.547240632,68993,30098,20,0.509981416
313,Centipeda_periodontii_DSM_2778,49257,684,0.986,2631,49940,822,11075,8211,28,0.560033146,62926,27307,8,0.534098922
314,Gluconacetobacter_diazotrophicus_PA1_5,42372,3555,0.923,3801,45926,822,15685,10779,51,0.582561667,47153,26621,24,0.528327893
315,Pectobacterium_wasabiae_WPP163,50892,7715,0.868,4437,58606,822,25117,14558,56,0.523063155,81728,30934,40,0.483108286
316,Thiomonas_arsenitoxydans,42156,2506,0.944,3528,44661,821,14450,9629,62,0.537081016,52837,24781,26,0.495083864
317,Pectobacterium_sp_SCC3193,74013,7571,0.907,4705,81583,820,36157,22066,49,0.534917248,116750,43687,34,0.521533331
318,Dickeya_dadantii_Ech586,49117,5904,0.893,4144,55020,819,17347,13456,49,0.547856707,63993,30842,25,0.507356916
319,Bordetella_holmesii_ATCC_51541,38924,5711,0.872,3912,44634,818,14554,11284,56,0.535697295,62261,24286,30,0.517821163
320,Brevibacillus_laterosporus_LMG_15441,68993,2505,0.965,4516,71497,817,55562,20606,78,0.521826058,128941,37404,55,0.533894402
321,Pantoea_sp_aB,65191,4517,0.935,4491,69707,816,22660,17832,54,0.578982797,71979,39968,37,0.541446529
322,Ruegeria_sp_R11,63728,1163,0.982,3656,64890,815,21839,15194,36,0.568205546,80843,36672,11,0.551056516
323,Brenneria_sp_EniD312,79578,10889,0.88,4388,90466,813,43858,25821,13,0.552262792,125594,49723,5,0.547192734
324,Clostridium_pasteurianum_DSM_525_equals_ATCC_6013,48886,2179,0.957,4047,51064,813,7069,11021,63,0.537434964,77619,27765,20,0.548599526
325,Bacillus_methanolicus_MGA3,45271,2163,0.954,3252,47433,812,10506,9500,47,0.533999885,71967,25284,24,0.542183987
326,Listeria_grayi_DSM_20601,45003,638,0.986,2625,45640,810,4633,5794,42,0.549685049,61983,24995,19,0.515981059
327,Mycobacterium_tuberculosis_H37Rv,93894,3344,0.966,4026,97237,810,79586,32009,7,0.572961589,158965,54089,5,0.570965962
328,Rhodobacteraceae_bacterium_KLH11,76121,2810,0.964,4274,78930,809,36438,19428,55,0.523247533,128798,40898,35,0.526888154
329,Haemophilus_influenzae_Rd_KW20,26671,134,0.995,1709,26804,808,3500,2992,18,0.550704673,39316,14560,3,0.569991377
330,Geobacter_bemidjiensis_Bem,72128,2043,0.972,4051,74170,807,44109,19234,37,0.511395548,144854,38172,21,0.512972314
331,Rhizobium_etli_CFN_42,51874,3528,0.936,4267,55401,807,18859,13562,65,0.524959083,92986,28677,33,0.529080225
332,Acinetobacter_johnsonii_SH046,38940,1754,0.957,3363,40693,806,6402,6338,86,0.544757633,54342,22197,30,0.476043468
333,Bacillus_simplex_BA2H3,48532,3543,0.932,5406,52074,806,10041,12694,125,0.527048934,67860,28600,90,0.5014637
334,Methylobacterium_extorquens_AM1,64365,6844,0.904,4996,71208,804,38865,20346,117,0.537115871,108996,38304,59,0.527995105
335,Mycobacterium_marinum_M,79789,5495,0.936,5452,85283,804,43167,27569,54,0.565574645,126658,46964,43,0.597104719
336,Actinoplanes_sp_SE50-110,99431,14428,0.873,8256,113858,803,NA,NA,NA,0.570990133,132765,64419,66,NA
337,Corynebacterium_diphtheriae_PW8,27013,624,0.977,2322,27636,803,5756,3960,83,0.503188644,45478,14404,31,0.482521722
338,Dickeya_dadantii_Ech703,49126,5590,0.898,3970,54715,803,15048,13986,36,0.551722329,71292,30475,15,0.533766944
339,Octadecabacter_antarcticus_307,44206,4078,0.916,4492,48283,802,10557,10170,105,0.5384,57115,26387,67,0.496234996
340,Vibrio_brasiliensis_LMG_20546,91136,3280,0.965,4335,94415,802,55953,23973,30,0.554439223,160459,51246,21,0.540728385
341,Mitsuokella_jalaludinii_DSM_13811,31790,225,0.993,1994,32014,801,3698,3195,33,0.567846183,43125,17474,9,0.514914425
342,Acinetobacter_lwoffii_SH145,36859,1017,0.973,3029,37875,800,4913,5601,104,0.537875113,59145,20306,32,0.521824202
343,Algoriphagus_marincola_HL-49,42289,2008,0.955,3695,44296,800,13266,10422,64,0.575239159,54661,25385,34,0.539377289
344,Phaeospirillum_molischianum_DSM_120,86420,2165,0.976,3803,88584,800,79817,21278,69,0.515852556,195136,45472,49,0.512158108
345,Vibrio_sinaloensis_DSM_21326,90386,3111,0.967,4598,93496,800,57597,24943,36,0.58095505,136150,53109,24,0.55358587
346,gamma_proteobacterium_NOR5-3,48220,2258,0.955,3671,50477,798,9384,10350,55,0.554162094,62940,27626,36,0.540931666
347,Bradyrhizobium_sp_S23321,93503,12304,0.884,6898,105806,797,96298,35120,109,0.532695183,200063,56734,72,0.539061629
348,Sphingomonas_parapaucimobilis_NBRC_15100,56091,2290,0.961,3698,58380,797,12102,12187,66,0.553622927,70901,32070,27,0.563956794
349,Selenomonas_sp_oral_taxon_149_str_67H29BP,41660,1119,0.974,2407,42778,796,5960,5809,28,0.545764345,62576,23045,11,0.520856507
350,Sulfitobacter_sp_H3,47178,5294,0.899,4680,52471,796,15317,13756,51,0.527079358,67208,28988,19,0.491498373
351,Vibrio_cholerae_O1_biovar_El_Tor_str_N16961,71296,2154,0.971,3828,73449,794,46267,19508,35,0.527437504,138927,37876,16,0.535856935
352,Legionella_longbeachae_NSW150,36362,1701,0.955,3470,38062,792,11055,7346,119,0.523182423,59937,20057,69,0.48922114
353,Mannheimia_succiniciproducens_MBEL55E,28883,713,0.976,2384,29595,792,4071,3447,45,0.531050671,36257,16235,6,0.442004971
354,Actinoplanes_sp_N902-109,74818,12181,0.86,8212,86998,791,30662,28713,113,0.516443696,121485,46070,68,0.529216224
355,Rhodococcus_ruber_Chol-4,67632,3782,0.947,4942,71413,791,NA,NA,NA,0.542547581,98265,40517,32,NA
356,Aeromonas_hydrophila_YL17,57187,2637,0.956,4091,59823,790,16089,14830,30,0.572621942,69971,33986,10,0.541898428
357,Geobacter_daltonii_FRC-32,60928,2039,0.968,3798,62966,789,30298,14727,37,0.53875016,87254,33743,20,0.511533749
358,Megamonas_hypermegale_DSM_1672,32273,347,0.989,2056,32619,789,4126,3370,42,0.532107738,50107,17335,10,0.501016031
359,Bacillus_clausii_KSM-K16,47776,2956,0.942,4087,50731,787,11292,11054,46,0.518494613,74859,26790,27,0.502990385
360,Hyphomicrobium_sp_MC1,49390,5944,0.893,4891,55333,787,30743,14921,130,0.536606145,79256,29686,82,0.510718583
361,Psychrobacter_arcticus_273-4,29647,742,0.976,2120,30388,787,11452,4537,67,0.535343775,45435,16607,13,0.487293407
362,Vibrio_sp_ER1A,106607,4036,0.964,5190,110642,787,64389,30205,66,0.548407197,216364,59174,51,0.555667767
363,Pseudomonas_fragi_B25,48742,5622,0.897,4394,54363,786,14575,13744,48,0.503729302,83820,28863,20,0.509051366
364,Clostridium_sordellii_VPI_9048,36142,1941,0.949,3586,38082,782,3621,6118,96,0.495741874,66503,19590,56,0.471734603
365,Corynebacterium_ulcerans_BR-AD22,28354,908,0.969,2334,29261,782,9870,4996,55,0.506138667,46502,14986,17,0.480335366
366,Lysobacter_antibioticus,39420,4936,0.889,4316,44355,782,17154,11018,93,0.541654572,50173,24980,50,0.507033039
367,Alicyclobacillus_acidocaldarius_subsp_acidocaldarius_Tc-4-1,34130,2502,0.932,3208,36631,781,6962,6614,68,0.54806647,43287,20347,31,0.482828797
368,Massilia_sp_LC238,106616,2682,0.975,5099,109297,781,100968,31809,52,0.537534013,230216,57862,35,0.541143688
369,Laribacter_hongkongensis_HLHK9,41412,3544,0.921,3238,44955,780,11958,8366,55,0.527468366,67140,24075,22,0.490194273
370,Pseudoalteromonas_haloplanktis_ANT-505,66552,3719,0.947,4127,70270,780,26523,19459,39,0.548429849,104764,38233,24,0.565870695
371,Vibrio_orientalis_CIP_102891_equals_ATCC_33934,74338,3153,0.959,4169,77490,779,30859,20880,53,0.550017276,117604,42611,36,0.569377039
372,Roseibium_sp_TrichSKD4,87093,11573,0.883,6117,98665,778,58137,29929,88,0.543303079,142077,53633,62,0.530041321
373,Aeromonas_veronii_B565,56853,4545,0.926,4028,61397,777,24541,15767,29,0.539714556,84856,34070,10,0.521568844
374,Sporomusa_ovata_DSM_2662,103584,3191,0.97,5103,106774,777,56613,29408,51,0.548887205,172787,56834,37,0.547343044
375,Clostridium_saccharobutylicum_DSM_13864,69924,2200,0.969,4393,72123,775,24280,18913,71,0.520438093,126541,37104,43,0.560989738
376,Colwellia_psychrerythraea,49036,5941,0.892,4376,54976,775,16040,14854,55,0.537312993,69085,30053,33,0.538110361
377,Vibrio_sp_N418,64899,2320,0.965,4031,67218,775,22240,16215,52,0.533224732,120027,35617,28,0.561688775
